Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
1.818486999415994,0.03702461418936452,0.008401830803578442,-0.01730534542912124,0.0577708460029331,0.28492041126246714,-0.21117398671752077,0.012751825565325555,0.3052269726797147,1.528309664539963,-0.4016996413343637,1.680116831664718,1.260875746080032,0.0,0.0,0.9969049070971372,1.9090079295053153,2.1286490408358194,-0.05497144395004739,1.8218235887272425,0.9831226964667941,1.9360311991268806,2.1283142024718105,-0.09467015751180241,-0.31936000297898837,-0.21142048779582182,-0.24732323263389216,-0.2679876571095109,-0.0879293287349258,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,0.07551488282526808,0.03998964760136617,-0.2637282233886785,-0.20723816516444582,-0.4410602834353505,1.4856491108869103,1.3274379039941004,1.2636958917492607,0.6633783593869663,-0.25027660671297236,-0.2002238891750264,-0.01188309871393423,-0.8159971204990302,1.3177338713162108,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,-1.010797715264887,1.277863381971696,0.012751825565325555,1.6801168316646657,0.07551488282526808,0.0,0.0,0.0,0.0,0.0,0.0,0.03702461418936452,-0.01730534542912124,0.008401830803578442,0.05783923023968454,-0.5803406331938559,-0.2273112342121337,-0.02095937164690835,-1.0234127294515323,-0.10580480224754993,-0.08178633139319834,-0.12540176093346714,-0.09044054489961818,2.2169220391617017,-0.13765125497507744,2.138457468966353,2.252937176012123,3
-0.5276286571938448,-0.06842597842573622,-0.051736640035425906,-0.03055932324649217,-0.04658595570156865,-0.18887427634528195,0.6246665730603008,-0.018123529387609468,-0.2551040974969863,-0.5251110715193956,1.3947341120007561,-0.4855330401192283,-0.5282229559332479,0.0,0.0,-0.3815463392846031,-0.4875814220741061,-0.4859792888433452,-0.05497144395004739,-0.5206680788095235,-0.39248731495603645,-0.4683992110617034,-0.48288500350803,-0.09467015751180241,-0.3262637145642909,-0.21640386115732801,-0.2561962325748274,-0.27621445214324447,-0.08793618677225698,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,-0.07892067236060885,-0.07796511167433166,-0.26348284015475193,-0.20561100266142698,1.5840986354441993,-0.5354341805387112,-0.47493414618292873,-0.5362793255190111,-0.4307413661692263,-0.25027660671297236,-0.2002238891750264,-0.01188309871393423,-0.8159971204990302,-0.7588651797934491,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,0.5859684647458122,-0.45690346152756867,-0.018123529387609468,-0.48553304011924,-0.07892067236060885,0.0,0.0,0.0,0.0,0.0,0.0,-0.06842597842573622,-0.03055932324649217,-0.051736640035425906,-0.04663110728244344,-0.6008927652574454,-0.2576780267759032,-0.03974363909946401,0.7421152255519674,-0.10988928918133155,-0.08178633139319834,-0.12861976191841626,-0.09486007848139012,-0.4587285357653331,-0.13765125497507744,-0.466440216124088,-0.44205728657322435,0
-0.476948514960285,-0.05085087965655277,-0.02166740461592373,-0.03308835081588451,0.05788066636778919,-0.21876668565807367,-0.21117398671752077,-0.19811009469272678,-0.20943861953823883,3.620304139847628,-0.4016996413343637,2.8230823302906853,4.225873263448966,0.0,0.0,-0.31802438846157016,-0.41158037892567345,-0.42940024638755037,-0.054971141897356454,-0.5206475411493033,-0.39244531969707097,-0.4683821045442092,-0.4828686379682495,-0.09463941939595552,-0.2550681140575891,-0.13074373028288253,-0.12671102173172338,-0.18476336584627723,-0.08793618677225698,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,-0.07234894660801834,-0.03962981490972987,-0.2637225587012706,-0.20718673695448064,-0.4410602834353505,3.5446986790299726,2.938792366517977,4.066776501640399,6.566907113151811,-0.25027660671297236,-0.2002238891750264,-0.01188309871393423,1.2254728920670044,-0.7588651797934491,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,0.5859684647458122,3.083195930460862,-0.19811009469272678,2.823082330290612,-0.07234894660801834,0.0,0.0,0.0,0.0,0.0,0.0,-0.05085087965655277,-0.03308835081588451,-0.02166740461592373,0.05794917008448552,0.011411300186150138,-0.2280832713112126,-0.02095937164690835,-1.0234127294515323,-0.10988928918133155,-0.08178633139319834,-0.12861976191841626,-0.09486007848139012,-0.4587285357653331,-0.13765125497507744,-0.466440216124088,-0.44205728657322435,3
-0.3623413070304784,-0.015700682118185854,-0.08180587545492808,-0.032901015440373965,-0.04834308153926612,-0.2396913721770279,-0.08579790275084753,-0.21342810025268683,-0.2551040974969863,-0.5597192861720814,-0.4016996413343637,-0.5987388052655713,-0.5282229559332479,0.0,0.0,-0.06608437333070509,-0.1820449623518898,-0.30139963742023046,-0.05497144395004739,-0.3544912510669208,-0.22191028987690525,-0.24276982621939316,-0.2976761594497562,-0.09467015751180241,-0.3262638650809851,-0.21640440444936365,-0.2561962325748274,-0.276214645568117,-0.08793683991866946,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,-0.04934790647395156,-0.10745380149325612,-0.26372546558739024,-0.20723991627901425,-0.137286445603418,-0.5673684319832873,-0.6132762578187269,-0.5709957614225694,-0.4311332564299229,-0.25027660671297236,-0.2002238891750264,-0.01188309871393423,-0.8159971204990302,1.3177338713162108,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,-1.010797715264887,-0.6151494485854943,-0.21342810025268683,-0.5987388052655809,-0.04934790647395156,0.0,0.0,0.0,0.0,0.0,0.0,-0.015700682118185854,-0.032901015440373965,-0.08180587545492808,-0.04839014479925907,-0.5816858636561999,-0.2576780267759032,0.01660916325820298,-1.0234127294515323,-0.10854672197668237,-0.08178633139319834,-0.1275620078707319,-0.09340738174299239,-0.26894815616616513,-0.13765125497507744,-0.2816782460350231,-0.2509048704394209,3
-0.5028179979217391,-0.015700682118185854,-0.08180587545492808,-0.032901015440373965,-0.04834308153926612,-0.2396913721770279,-0.08579790275084753,-0.21342810025268683,-0.2551040974969863,-0.5597192861720814,-0.4016996413343637,-0.5987388052655713,-0.5282229559332479,0.0,0.0,-0.3346490360966946,-0.4421811978374182,-0.4583897056278336,-0.05497144395004739,-0.4950089961920208,-0.36614901809912526,-0.4337497167704502,-0.4544040455192567,-0.09467015751180241,-0.3262638650809851,-0.21640440444936365,-0.2561962325748274,-0.276214645568117,-0.08793683991866946,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,-0.04934790647395156,-0.10745380149325612,-0.26370843408139427,-0.20723991627901425,-0.137286445603418,-0.5673684319832873,-0.6132762578187269,-0.5709957614225694,-0.4311332564299229,-0.25027660671297236,-0.2002238891750264,-0.01188309871393423,-0.8159971204990302,1.3177338713162108,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,-1.010797715264887,-0.6151494485854943,-0.21342810025268683,-0.5987388052655809,-0.04934790647395156,0.0,0.0,0.0,0.0,0.0,0.0,-0.015700682118185854,-0.032901015440373965,-0.08180587545492808,-0.04839014479925907,-0.5816858636561999,-0.2576780267759032,0.01660916325820298,-1.0234127294515323,-0.10988928918133155,-0.08178633139319834,-0.12861976191841626,-0.09486007848139012,-0.4587285357653331,-0.13765125497507744,-0.466440216124088,-0.44205728657322435,3
-0.5284686852771877,-0.08600107719491969,-0.06677125774517699,-0.034306030756703035,-0.04828817135683808,-0.2486590949708654,-0.21117398671752077,-0.2478936127582887,-0.2551040974969863,-0.5575562727562886,-0.28942253175091875,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.38368263975507083,-0.4893777324065602,-0.4869173043199248,-0.05496147621124661,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.09467059248513986,-0.3262638650809851,-0.21640440444936365,-0.2561962325748274,-0.276214645568117,-0.08793683991866946,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,-0.09863584961838037,-0.0927094565837939,-0.15831830170319475,0.4914961542915083,-0.4410602834353505,-0.5673684319832873,-0.6230877550978614,-0.5670749396477422,-0.4311282578296589,-0.25027660671297236,-0.2002238891750264,-0.01188309871393423,1.2254728920670044,-0.7588651797934491,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,0.5859684647458122,-0.6245369223940151,-0.2478936127582887,-0.5916634449439345,-0.09863584961838037,0.0,0.0,0.0,0.0,0.0,0.0,-0.08600107719491969,-0.034306030756703035,-0.06677125774517699,-0.04833517487685858,1.5814447197930164,-0.2575493539260567,-0.05852790655201968,1.919133862220967,-0.10988928918133155,-0.08178633139319834,-0.12861976191841626,-0.09486007848139012,-0.4587285357653331,-0.13765125497507744,-0.466440216124088,-0.44205728657322435,5
-0.5284695566473673,-0.06842597842573622,-0.08180587545492808,-0.033744024630171406,-0.04834308153926612,-0.2396913721770279,-0.08579790275084753,-0.21342810025268683,-0.2551040974969863,-0.5597192861720814,-0.4016996413343637,-0.5987388052655713,-0.5282229559332479,0.0,0.0,-0.383689303329986,-0.4893777324065602,-0.4869182775543211,-0.054971141897356454,-0.5206680515712474,-0.39248720311779683,-0.4683992110617034,-0.4828849731452474,-0.09467001252068992,-0.3262638650809851,-0.21640440444936365,-0.2561962325748274,-0.276214645568117,-0.08793683991866946,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,-0.09863584961838037,-0.10745380149325612,1.6336563546631393,-0.20723991627901425,-0.137286445603418,-0.5673684319832873,-0.6132762578187269,-0.5709957614225694,-0.4311332564299229,3.9955086666294606,-0.2002238891750264,-0.01188309871393423,-0.8159971204990302,-0.7588651797934491,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,-1.010797715264887,-0.6111262455246995,-0.21342810025268683,-0.5987388052655809,-0.09863584961838037,0.0,0.0,0.0,0.0,0.0,0.0,-0.06842597842573622,-0.033744024630171406,-0.08180587545492808,-0.04839014479925907,-0.6008180302317596,-0.2576780267759032,-0.03974363909946401,-1.0234127294515323,-0.10988928918133155,-0.08178633139319834,-0.12861976191841626,-0.09486007848139012,-0.4587285357653331,-0.13765125497507744,-0.466440216124088,-0.44205728657322435,0
-0.5284695838776854,-0.06842597842573622,-0.08180587545492808,-0.034306030756703035,-0.04834308153926612,-0.2486590949708654,-0.21117398671752077,-0.2478936127582887,-0.2551040974969863,-0.5597192861720814,-0.4016996413343637,-0.5987388052655713,-0.5282229559332479,0.0,0.0,-0.3836895115667021,-0.4893777324065602,-0.486918307967896,-0.05497144395004739,-0.5206680788095235,-0.39248731495603645,-0.4683992110617034,-0.48288500350803,-0.09467015751180241,-0.3262638650809851,-0.21640440444936365,-0.2561962325748274,-0.276214645568117,-0.08793683991866946,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,-0.07892067236060885,-0.10745380149325612,2.2661179982160196,-0.20723991627901425,-0.4410602834353505,-0.5694973820795924,-0.6279935037374288,-0.5709957614225694,-0.4311332564299229,-0.25027660671297236,-0.2002238891750264,-0.01188309871393423,-0.8159971204990302,1.3177338713162108,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,-1.010797715264887,-0.6312422608286731,-0.2478936127582887,-0.5987388052655809,-0.07892067236060885,0.0,0.0,0.0,0.0,0.0,0.0,-0.06842597842573622,-0.034306030756703035,-0.08180587545492808,-0.04839014479925907,-0.5820595387846289,-0.2576780267759032,-0.05852790655201968,0.7421152255519674,-0.10988928918133155,-0.08178633139319834,-0.12861976191841626,-0.09486007848139012,-0.4587285357653331,-0.13765125497507744,-0.466440216124088,-0.44205728657322435,3
-0.5284695838776854,-0.06842597842573622,-0.08180587545492808,-0.034306030756703035,-0.04834308153926612,-0.2486590949708654,-0.21117398671752077,-0.2478936127582887,-0.2551040974969863,-0.5597192861720814,-0.4016996413343637,-0.5987388052655713,-0.5282229559332479,0.0,0.0,-0.3836895115667021,-0.4893777324065602,-0.486918307967896,-0.05497144395004739,-0.5206680788095235,-0.39248731495603645,-0.4683992110617034,-0.48288500350803,-0.09467015751180241,-0.3262638650809851,-0.21640440444936365,-0.2561962325748274,-0.276214645568117,-0.08793683991866946,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,-0.07892067236060885,-0.10745380149325612,2.2661179982160196,-0.20723991627901425,-0.4410602834353505,-0.5694973820795924,-0.6279935037374288,-0.5709957614225694,-0.4311332564299229,-0.25027660671297236,-0.2002238891750264,-0.01188309871393423,-0.8159971204990302,1.3177338713162108,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,-1.010797715264887,-0.6312422608286731,-0.2478936127582887,-0.5987388052655809,-0.07892067236060885,0.0,0.0,0.0,0.0,0.0,0.0,-0.06842597842573622,-0.034306030756703035,-0.08180587545492808,-0.04839014479925907,-0.5820595387846289,-0.2576780267759032,-0.05852790655201968,0.7421152255519674,-0.10988928918133155,-0.08178633139319834,-0.12861976191841626,-0.09486007848139012,-0.4587285357653331,-0.13765125497507744,-0.466440216124088,-0.44205728657322435,3
-0.5284695838776854,-0.06842597842573622,-0.08180587545492808,-0.034306030756703035,-0.04834308153926612,-0.2486590949708654,-0.21117398671752077,-0.2478936127582887,-0.2551040974969863,-0.5597192861720814,-0.4016996413343637,-0.5987388052655713,-0.5282229559332479,0.0,0.0,-0.3836895115667021,-0.4893777324065602,-0.486918307967896,-0.05497144395004739,-0.5206680788095235,-0.39248731495603645,-0.4683992110617034,-0.48288500350803,-0.09467015751180241,-0.3262638650809851,-0.21640440444936365,-0.2561962325748274,-0.276214645568117,-0.08793683991866946,-0.2002238891750264,0.0,-0.0042010503098510975,0.0,-0.07892067236060885,-0.10745380149325612,2.2661179982160196,-0.20723991627901425,-0.4410602834353505,-0.5694973820795924,-0.6279935037374288,-0.5709957614225694,-0.4311332564299229,-0.25027660671297236,-0.2002238891750264,-0.01188309871393423,-0.8159971204990302,1.3177338713162108,-0.28104905320924695,-0.0042010503098510975,-0.01188309871393423,-1.010797715264887,-0.6312422608286731,-0.2478936127582887,-0.5987388052655809,-0.07892067236060885,0.0,0.0,0.0,0.0,0.0,0.0,-0.06842597842573622,-0.034306030756703035,-0.08180587545492808,-0.04839014479925907,-0.5820595387846289,-0.2576780267759032,-0.05852790655201968,0.7421152255519674,-0.10988928918133155,-0.08178633139319834,-0.12861976191841626,-0.09486007848139012,-0.4587285357653331,-0.13765125497507744,-0.466440216124088,-0.44205728657322435,3
